0	0
0.001	0.0011307
0.002	0.00226153
0.003	0.00339249
0.004	0.00452357
0.005	0.00565478
0.006	0.00678612
0.007	0.00791759
0.008	0.00904918
0.009	0.0101809
0.01	0.0113127
0.011	0.0124447
0.012	0.0135768
0.013	0.014709
0.014	0.0158413
0.015	0.0169737
0.016	0.0181063
0.017	0.0192389
0.018	0.0203717
0.019	0.0215046
0.02	0.0226376
0.021	0.0237708
0.022	0.024904
0.023	0.0260374
0.024	0.0271708
0.025	0.0283044
0.026	0.0294381
0.027	0.0305719
0.028	0.0317058
0.029	0.0328398
0.03	0.0339739
0.031	0.0351081
0.032	0.0362424
0.033	0.0373768
0.034	0.0385113
0.035	0.0396459
0.036	0.0407807
0.037	0.0419155
0.038	0.0430504
0.039	0.0441854
0.04	0.0453205
0.041	0.0464557
0.042	0.047591
0.043	0.0487264
0.044	0.0498619
0.045	0.0509975
0.046	0.0521331
0.047	0.0532689
0.048	0.0544047
0.049	0.0555407
0.05	0.0566767
0.051	0.0578128
0.052	0.058949
0.053	0.0600852
0.054	0.0612216
0.055	0.062358
0.056	0.0634946
0.057	0.0646312
0.058	0.0657679
0.059	0.0669046
0.06	0.0680415
0.061	0.0691784
0.062	0.0703154
0.063	0.0714524
0.064	0.0725896
0.065	0.0737268
0.066	0.0748641
0.067	0.0760015
0.068	0.0771389
0.069	0.0782764
0.07	0.079414
0.071	0.0805516
0.072	0.0816893
0.073	0.0828271
0.074	0.0839649
0.075	0.0851028
0.076	0.0862408
0.077	0.0873788
0.078	0.0885169
0.079	0.089655
0.08	0.0907932
0.081	0.0919315
0.082	0.0930698
0.083	0.0942082
0.084	0.0953466
0.085	0.0964851
0.086	0.0976237
0.087	0.0987623
0.088	0.0999009
0.089	0.10104
0.09	0.102178
0.091	0.103317
0.092	0.104456
0.093	0.105595
0.094	0.106734
0.095	0.107873
0.096	0.109012
0.097	0.110151
0.098	0.11129
0.099	0.112429
0.1	0.113568
0.101	0.114708
0.102	0.115847
0.103	0.116986
0.104	0.118126
0.105	0.119265
0.106	0.120404
0.107	0.121544
0.108	0.122683
0.109	0.123823
0.11	0.124962
0.111	0.126102
0.112	0.127242
0.113	0.128381
0.114	0.129521
0.115	0.130661
0.116	0.1318
0.117	0.13294
0.118	0.13408
0.119	0.13522
0.12	0.136359
0.121	0.137499
0.122	0.138639
0.123	0.139779
0.124	0.140919
0.125	0.142059
0.126	0.143199
0.127	0.144339
0.128	0.145479
0.129	0.146619
0.13	0.147759
