0	1		1
0.25	2.56055		3.125
0.5	3.21875		4.17969
0.75	3.2793		4.49219
1	3		4.34375
1.25	2.5918		3.96875
1.5	2.21875		3.55469
1.75	1.99805		3.24219
2	2		3.125
2.25	2.24805		3.25
2.5	2.71875		3.61719
2.75	3.3418		4.17969
3	4		4.84375
3.25	4.5293		5.46875
3.5	4.71875		5.86719
3.75	4.31055		5.80469
4	3		5
