0	1		1
0.25	2.56055		2.56055
0.5	3.21875		3.21875
0.75	3.2793		3.2793
1	3		3
1.25	2.5918		2.5918
1.5	2.21875		2.21875
1.75	1.99805		1.99805
2	2		2
2.25	2.24805		2.24805
2.5	2.71875		2.71875
2.75	3.3418		3.3418
3	4		4
3.25	4.5293		4.5293
3.5	4.71875		4.71875
3.75	4.31055		4.31055
4	3		3
